property_id,address,suburb,postcode,bedrooms,bathrooms,parking,land_size_sqm,sale_price,sale_date,property_type,sale_method,distance_to_cbd_km,agent_description_snippet,data_source,notes,land_size_missing,distance_to_cbd_missing,sale_date_missing
P0176,"17 Forester Crescent, Cherrybrook NSW 2126",Cherrybrook,2126,4,3,2,880.0,3060000,2026-09-13,House,,,,domain.com.au,,False,True,False
P0177,"60 Bernard Place, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,760.0,2640000,2026-05-11,House,,,,domain.com.au,,False,True,False
P0178,"26 Foxwood Way, Cherrybrook NSW 2126",Cherrybrook,2126,5,3,2,950.0,3240000,2026-07-08,House,,,,domain.com.au,,False,True,False
P0179,"93 Gumnut Road, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,810.0,2810000,2026-08-14,House,,,,domain.com.au,,False,True,False
P0180,"48 Mariam Place, Cherrybrook NSW 2126",Cherrybrook,2126,3,2,1,620.0,2130000,2026-04-15,House,,,,domain.com.au,,False,True,False
P0181,"12 Trinity Place, Cherrybrook NSW 2126",Cherrybrook,2126,4,3,2,860.0,2970000,2026-06-22,House,,,,domain.com.au,,False,True,False
P0182,"79 Lyndhurst Way, Cherrybrook NSW 2126",Cherrybrook,2126,5,3,2,980.0,3310000,2026-07-29,House,,,,domain.com.au,,False,True,False
P0183,"33 Monastery Place, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,770.0,2690000,2026-09-03,House,,,,domain.com.au,,False,True,False
P0184,"87 Pogson Drive, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,820.0,2850000,2026-05-07,House,,,,domain.com.au,,False,True,False
P0185,"20 Manuka Circle, Cherrybrook NSW 2126",Cherrybrook,2126,5,4,2,1030.0,3400000,2026-06-19,House,,,,domain.com.au,,False,True,False
P0186,"66 Rowena Place, Cherrybrook NSW 2126",Cherrybrook,2126,3,2,2,660.0,2250000,2026-08-02,House,,,,domain.com.au,,False,True,False
P0187,"14 Josephine Crescent, Cherrybrook NSW 2126",Cherrybrook,2126,4,3,2,890.0,3090000,2026-04-23,House,,,,domain.com.au,,False,True,False
P0188,"91 Shepherds Drive, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,780.0,2720000,2026-07-15,House,,,,domain.com.au,,False,True,False
P0189,"45 Edward Bennett Drive, Cherrybrook NSW 2126",Cherrybrook,2126,5,3,2,970.0,3280000,2026-08-24,House,,,,domain.com.au,,False,True,False
P0190,"82 Rosemary Place, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,800.0,2790000,2026-05-15,House,,,,domain.com.au,,False,True,False
P0191,"27 County Drive, Cherrybrook NSW 2126",Cherrybrook,2126,3,2,1,630.0,2160000,2026-06-30,House,,,,domain.com.au,,False,True,False
P0192,"74 Francis Greenway Drive, Cherrybrook NSW 2126",Cherrybrook,2126,4,3,2,870.0,3030000,2026-09-10,House,,,,domain.com.au,,False,True,False
P0193,"31 Scarborough Way, Cherrybrook NSW 2126",Cherrybrook,2126,5,3,2,1010.0,3390000,2026-04-12,House,,,,domain.com.au,,False,True,False
P0194,"86 Kenburn Avenue, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,750.0,2620000,2026-07-06,House,,,,domain.com.au,,False,True,False
P0195,"49 Greenoaks Avenue, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,830.0,2880000,2026-08-18,House,,,,domain.com.au,,False,True,False
P0196,"92 Purchase Road, Cherrybrook NSW 2126",Cherrybrook,2126,5,3,2,960.0,3260000,2026-05-20,House,,,,domain.com.au,,False,True,False
P0197,"15 Darlington Drive, Cherrybrook NSW 2126",Cherrybrook,2126,4,2,2,790.0,2740000,2026-06-14,House,,,,domain.com.au,,False,True,False
P0198,"68 Casuarina Drive, Cherrybrook NSW 2126",Cherrybrook,2126,3,2,2,670.0,2280000,2026-07-22,House,,,,domain.com.au,,False,True,False
P0199,"23 Dalkeith Road, Cherrybrook NSW 2126",Cherrybrook,2126,4,3,2,880.0,3070000,2026-08-28,House,,,,domain.com.au,,False,True,False
P0200,"80 Carob Place, Cherrybrook NSW 2126",Cherrybrook,2126,5,4,2,1060.0,3460000,2026-09-17,House,,,,domain.com.au,,False,True,False
P0201,"4 Burnie Street, Blacktown NSW 2148",Blacktown,2148,3,1,2,,1225000,2026-06-14,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0202,"18 De Castella Drive, Blacktown NSW 2148",Blacktown,2148,4,3,2,573.0,1640000,2026-04-29,House,Prior to Auction,,,Domain.com.au / RaineHorne.com.au,,False,True,False
P0203,"13 Braddon Street, Blacktown NSW 2148",Blacktown,2148,4,2,3,556.0,1020000,2024-10-28,House,Not stated,,,Domain.com.au / RaineHorne.com.au,,False,True,False
P0204,"29 Killarney Avenue, Blacktown NSW 2148",Blacktown,2148,4,3,4,,1310000,2024-07-13,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0205,"8 Cedar Place, Blacktown NSW 2148",Blacktown,2148,4,2,1,695.6,1190000,2026-02-03,House,Prior to Auction,,,Domain.com.au / RaineHorne.com.au,,False,True,False
P0206,"16 Monash Road, Blacktown NSW 2148",Blacktown,2148,6,2,2,740.0,1040000,2023-11-24,House,Private Treaty,,,Domain.com.au / RaineHorne.com.au,Sale predates typical 'recent' window - verify,False,True,False
P0207,"8 Andre Place, Blacktown NSW 2148",Blacktown,2148,6,3,4,,1525000,2025-12-04,House,Private Treaty,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0208,"25 Virginia Street, Blacktown NSW 2148",Blacktown,2148,4,1,3,,1120000,2026-07-26,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0209,"48A Robyn St, Blacktown NSW 2148",Blacktown,2148,4,2,4,301.5,975000,2023-11-11,House,Auction,,,Domain.com.au / RaineHorne.com.au,,False,True,False
P0210,"28 Balbeek Avenue, Blacktown NSW 2148",Blacktown,2148,3,1,2,,915000,2024-03-18,House,Not stated,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0211,"12 Green Street, Blacktown NSW 2148",Blacktown,2148,3,2,2,,967000,2024-03-18,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0212,"27 Lancelot Street, Blacktown NSW 2148",Blacktown,2148,3,1,1,,1052000,2024-06-17,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0213,"22 Stanley Street, Blacktown NSW 2148",Blacktown,2148,4,1,2,,860000,2024-02-15,House,Auction,,,Domain.com.au / RaineHorne.com.au,,True,True,False
P0214,"16 Timmins Walkway, Blacktown NSW 2148",Blacktown,2148,2,2,1,,830000,2026-01-01,House,Not stated,,,Domain.com.au / RaineHorne.com.au,"Price corrected from $1,190,000 to $830,000 after verifying against Raine & Horne sold listing; sale date still approximate",True,True,False
P0215,"10 Western Crescent, Blacktown NSW 2148",Blacktown,2148,6,2,4,,1190000,2026-01-01,House,Prior to Auction,,,Domain.com.au / RaineHorne.com.au,"Price corrected from $610,000 to $1,190,000 after verifying against Raine & Horne sold listing; sale date still approximate",True,True,False
P0216,"18 Coolabah Place, Blacktown NSW 2148",Blacktown,2148,3,1,2,,912000,2026-01-01,House,Not stated,,,Domain.com.au / RaineHorne.com.au,"Price corrected from $830,000 to $912,000 after verifying against Raine & Horne sold listing; sale date still approximate",True,True,False
P0217,"19 Alam Street, Blacktown NSW 2148",Blacktown,2148,4,2,4,607.0,1450000,2025-02-12,House,Prior to Auction,,,Domain.com.au,,False,True,False
P0218,"23 Panorama Parade, Blacktown NSW 2148",Blacktown,2148,4,2,3,,1400000,2025-07-14,House,Auction,,,RaineHorne.com.au,,True,True,False
P0219,"28 Pembroke Street, Blacktown NSW 2148",Blacktown,2148,4,2,5,556.0,1290000,2025-05-05,House,Private Treaty,,,RaineHorne.com.au,House + council-approved granny flat,False,True,False
P0220,"37 Western Crescent, Blacktown NSW 2148",Blacktown,2148,4,2,2,556.0,1138000,2025-05-14,House,Off Market,,,RaineHorne.com.au,,False,True,False
P0221,"7 Leat Place, Blacktown NSW 2148",Blacktown,2148,3,1,4,,1291000,2024-04-10,House,Private Treaty,,,RaineHorne.com.au,,True,True,False
P0222,"75 & 75A Hereward Highway, Blacktown NSW 2148",Blacktown,2148,6,3,3,582.0,1500000,2025-05-09,House,Off Market,,,RaineHorne.com.au,"House + granny flat, dual-occupancy",False,True,False
P0223,"167 Kildare Road, Blacktown NSW 2148",Blacktown,2148,3,1,2,556.0,899000,2025-05-07,House,Private Treaty,,,RaineHorne.com.au,,False,True,False
P0224,"6 Birdie Circuit, Blacktown NSW 2148",Blacktown,2148,3,1,1,,960000,2025-01-16,House,Private Treaty,,,RaineHorne.com.au,,True,True,False
P0225,"26/130 Reservoir Road, Blacktown NSW 2148",Blacktown,2148,3,1,2,,660000,2024-11-21,Townhouse,Private Treaty,,,RaineHorne.com.au,"Townhouse, not a standalone house",True,True,False
P0226,"78/130 Reservoir Road, Blacktown NSW 2148",Blacktown,2148,3,2,2,,707000,2025-05-05,Townhouse,Private Treaty,,,RaineHorne.com.au,"Townhouse, not a standalone house",True,True,False
P0227,"16 Sparkle Avenue, Blacktown NSW 2148",Blacktown,2148,4,3,3,765.0,1225000,2025-03-11,House,Private Treaty,,,RaineHorne.com.au,,False,True,False
P0228,"28 Hunter Street, Blacktown NSW 2148",Blacktown,2148,3,1,2,556.0,953000,2025-02-10,House,Auction,,,RaineHorne.com.au,,False,True,False
P0229,"110 Fairwater Boulevard, Blacktown NSW 2148",Blacktown,2148,4,2,2,,1130000,2025-03-17,House,Auction,,,RaineHorne.com.au,,True,True,False
P0230,"17 Cardiff Street, Blacktown NSW 2148",Blacktown,2148,3,1,2,,1100000,,House,Not stated,,,RaineHorne.com.au,Sale date not stated on source listing - verify,True,True,True
P0231,"263A Flushcombe Road, Blacktown NSW 2148",Blacktown,2148,4,2,3,,1250000,,House,Not stated,,,RaineHorne.com.au,Sale date not stated on source listing - verify,True,True,True
P0232,"37 Charles Street, Blacktown NSW 2148",Blacktown,2148,4,2,2,,1146000,,House,Not stated,,,RaineHorne.com.au,Sale date not stated on source listing - verify,True,True,True
